Hair Style Name,Normal Price (N$),Barber,Weather,Environment Noise Level,Head Shape,Customer Reaction,Discount Percent,Age Group,Pre Hair Length,Physical Height (m),Body Mass (kg),Date (DDMMYYYY),Client Skin Tone,Styling Time (minutes)
Panga,50,Tom,Hot,Moderate,Square,Worried,10,20-29,Long,1.5029485793574842,52,4/05/2020,Light,56
Panga,80,Leo,Hot,Moderate,Triangular,Worried,10,20-29,Long,1.5212165539037292,55,4/05/2020,Light,50
Panga,80,Ben,Hot,Loud,Round,Relaxed,10,20-29,Long,1.7770407188496826,57,4/05/2020,Dark,58
Panga,50,Ben,Hot,Low,Pear,Serious,15,20-29,Long,1.8157664516491192,59,4/05/2020,Dark,59
Panga,70,Leo,Hot,Moderate,Oval,Relaxed,15,20-29,Long,1.5338864307438962,59,4/05/2020,Dark,45
Panga,20,Tom,Hot,Moderate,Pear,Happy,15,20-29,Long,1.8020407628165538,57,4/05/2020,Light,57
Panga,50,Tom,Hot,Loud,Triangular,Hurried,15,20-29,Long,1.82069222563703,53,4/05/2020,Light,51
Panga,60,Tom,Hot,Moderate,Pear,Hurried,15,20-29,Long,1.5257667938787285,60,5/05/2020,Dark,59
Panga,20,Leo,Hot,Moderate,Heart,Relaxed,20,20-29,Long,1.6521134150424661,52,5/05/2020,Light,44
Panga,80,Ben,Hot,Low,Square,Hurried,20,20-29,Long,1.6800605120136478,57,5/05/2020,Dark,52
Panga,80,Tom,Hot,Moderate,Round,Worried,15,20-29,Long,1.605599508039137,58,5/05/2020,Dark,47
Panga,80,Leo,Hot,Moderate,Heart,Tired,0,20-29,Long,1.6656327996823115,52,5/05/2020,Light,47
Panga,50,Ben,Hot,Low,Oval,Hurried,10,20-29,Long,1.8656104241551095,55,5/05/2020,Light,55
Panga,80,Ben,Hot,Low,Triangular,Happy,20,20-29,Long,1.6083719094105124,58,5/05/2020,Dark,42
Panga,60,Leo,Hot,Moderate,Pear,Serious,20,20-29,Long,1.7901151731516087,52,5/05/2020,Dark,45
Panga,20,Leo,Hot,Loud,Oval,Worried,0,20-29,Long,1.585842940838274,52,5/05/2020,Dark,42
Panga,80,Ben,Hot,Moderate,Oval,Hurried,10,20-29,Long,1.8049807534574713,58,5/05/2020,Dark,41
Panga,80,Ben,Hot,Low,Triangular,Worried,0,20-29,Long,1.846073114466964,57,5/05/2020,Light,46
Panga,80,Leo,Hot,Moderate,Round,Hurried,10,20-29,Long,1.8272629326621583,55,5/05/2020,Dark,44
Panga,50,Ben,Hot,Low,Round,Serious,10,20-29,Long,1.6794625073779694,55,5/05/2020,Dark,52
Panga,20,Leo,Hot,Loud,Triangular,Hurried,15,20-29,Long,1.8337761061424067,55,5/05/2020,Light,56
Panga,20,Tom,Hot,Moderate,Triangular,Serious,20,20-29,Long,1.5288046982581036,53,6/05/2020,Light,51
Panga,80,Ben,Hot,Loud,Pear,Relaxed,10,20-29,Long,1.5055093085294668,57,6/05/2020,Light,51
Panga,80,Tom,Hot,Low,Square,Worried,10,20-29,Long,1.706360524659412,55,6/05/2020,Light,41
Panga,60,Tom,Hot,Loud,Oval,Relaxed,20,20-29,Long,1.6647859801736875,52,6/05/2020,Light,47
Panga,80,Tom,Hot,Loud,Pear,Relaxed,0,20-29,Long,1.8759287491563597,50,6/05/2020,Dark,46
Panga,80,Leo,Hot,Low,Heart,Serious,15,20-29,Long,1.72972692706654,50,6/05/2020,Dark,45
Panga,80,Ben,Hot,Moderate,Oval,Worried,0,20-29,Long,1.7083874429854398,56,6/05/2020,Light,43
Panga,70,Ben,Hot,Loud,Heart,Relaxed,10,20-29,Long,1.791982255306568,58,6/05/2020,Dark,41
Panga,50,Ben,Hot,Low,Pear,Serious,0,20-29,Long,1.5931646039255665,58,6/05/2020,Light,44
Bald,50,Tom,Hot,Moderate,Pear,Worried,0,20-29,Short,1.5978761776224197,57,6/05/2020,Light,20
Bald,50,Tom,Hot,Moderate,Round,Tired,15,30-39,Short,1.6696754833461322,70,6/05/2020,Dark,35
Bald,60,Ben,Hot,Moderate,Triangular,Happy,0,60-69,Short,1.519518609256635,78,6/05/2020,Light,32
Bald,80,Ben,Hot,Low,Triangular,Serious,0,60-69,Short,1.789896060268031,77,6/05/2020,Light,22
Bald,60,Ben,Hot,Loud,Round,Relaxed,15,40-49,Short,1.5229122199679643,75,6/05/2020,Light,34
Bald,50,Leo,Hot,Low,Heart,Happy,0,30-39,Short,1.510970408248185,64,7/05/2020,Light,20
Bald,70,Leo,Hot,Loud,Round,Hurried,15,20-29,Short,1.5428043868299388,50,7/05/2020,Light,40
Bald,50,Tom,Hot,Moderate,Heart,Happy,10,30-39,Short,1.678692759652699,67,7/05/2020,Dark,37
Bald,60,Ben,Hot,Moderate,Square,Serious,15,30-39,Short,1.7653961427537377,64,7/05/2020,Dark,34
Bald,80,Ben,Hot,Moderate,Heart,Hurried,15,50-59,Short,1.6581195797380248,79,7/05/2020,Light,37
Bald,20,Tom,Hot,Loud,Heart,Relaxed,20,40-49,Short,1.776461463644008,71,7/05/2020,Light,37
Bald,80,Leo,Hot,Loud,Pear,Worried,10,20-29,Short,1.51188975837257,51,7/05/2020,Light,21
Bald,20,Tom,Hot,Low,Heart,Hurried,0,20-29,Short,1.7160884918393375,58,7/05/2020,Dark,23
Bald,80,Tom,Hot,Moderate,Square,Hurried,20,60-69,Short,1.790714473891626,78,7/05/2020,Dark,38
Bald,80,Tom,Hot,Low,Square,Tired,15,60-69,Short,1.635429450164081,83,7/05/2020,Dark,39
Bald,50,Leo,Hot,Moderate,Pear,Tired,10,50-59,Short,1.859402873029233,75,7/05/2020,Light,23
Bald,80,Ben,Hot,Moderate,Oval,Worried,20,30-39,Short,1.866232964853804,71,7/05/2020,Light,39
Bald,20,Leo,Hot,Loud,Round,Relaxed,15,20-29,Short,1.5309591276747219,56,7/05/2020,Light,26
Bald,80,Leo,Hot,Low,Square,Happy,0,40-49,Short,1.812827823610328,73,7/05/2020,Dark,30
Bald,70,Leo,Hot,Loud,Pear,Serious,10,20-29,Short,1.6113334846468894,56,8/05/2020,Light,26
Bald,80,Leo,Hot,Moderate,Oval,Hurried,20,60-69,Short,1.796819114204432,83,8/05/2020,Light,36
Bald,20,Tom,Hot,Loud,Heart,Tired,15,20-29,Short,1.8896980068747096,54,8/05/2020,Dark,22
Bald,20,Ben,Hot,Loud,Heart,Tired,20,5-19,Short,1.8580220865575432,38,8/05/2020,Light,31
Bald,80,Leo,Hot,Low,Pear,Hurried,10,50-59,Short,1.5295125684036979,78,8/05/2020,Light,21
Bald,80,Leo,Hot,Low,Round,Worried,10,60-69,Short,1.5219471274839238,82,8/05/2020,Light,38
Bald,20,Leo,Hot,Low,Oval,Hurried,20,20-29,Short,1.5024094063438536,56,8/05/2020,Dark,29
Bald,70,Leo,Hot,Loud,Square,Relaxed,10,40-49,Short,1.8495191705743967,75,8/05/2020,Dark,38
Bald,20,Leo,Hot,Loud,Square,Serious,0,40-49,Short,1.856778514341453,73,8/05/2020,Light,29
Bald,60,Leo,Hot,Moderate,Square,Serious,15,40-49,Short,1.7627759764870543,71,8/05/2020,Dark,25
Bald,20,Leo,Hot,Moderate,Oval,Happy,10,30-39,Short,1.5286891202961292,72,8/05/2020,Dark,35
Bald,80,Ben,Hot,Low,Triangular,Relaxed,15,20-29,Short,1.548982653643459,54,8/05/2020,Dark,33
Bald,80,Ben,Hot,Loud,Heart,Relaxed,20,30-39,Short,1.8304216272155074,70,8/05/2020,Light,38
Bald,50,Leo,Hot,Loud,Pear,Serious,20,50-59,Short,1.5206473303263164,78,8/05/2020,Dark,35
Bald,70,Tom,Hot,Moderate,Round,Relaxed,20,30-39,Short,1.7564993023470823,66,9/05/2020,Light,20
Bald,80,Tom,Hot,Moderate,Oval,Tired,20,30-39,Short,1.5795722096897742,67,9/05/2020,Dark,35
Bald,80,Tom,Hot,Moderate,Square,Serious,20,60-69,Short,1.7927385592847465,75,9/05/2020,Light,24
Bald,80,Leo,Hot,Loud,Triangular,Relaxed,10,5-19,Short,1.8701167817948168,38,9/05/2020,Dark,21
Bald,70,Tom,Hot,Loud,Oval,Happy,20,40-49,Short,1.681082066798016,78,9/05/2020,Dark,24
Bald,50,Leo,Hot,Moderate,Triangular,Worried,20,40-49,Short,1.5723257834242916,70,9/05/2020,Dark,34
Bald,80,Leo,Hot,Low,Pear,Relaxed,15,40-49,Short,1.548802458018066,69,9/05/2020,Light,33
Bald,80,Ben,Hot,Low,Pear,Happy,15,30-39,Short,1.584437298377351,62,9/05/2020,Light,38
Bald,80,Ben,Hot,Low,Triangular,Happy,0,50-59,Short,1.7082385445883157,74,9/05/2020,Dark,40
Bald,20,Tom,Hot,Moderate,Oval,Relaxed,10,60-69,Short,1.7007881976255819,85,9/05/2020,Light,22
Bald,80,Tom,Hot,Loud,Pear,Worried,15,60-69,Short,1.6778163572673925,79,9/05/2020,Light,40
Bald,80,Tom,Hot,Low,Square,Hurried,0,40-49,Short,1.7373360040064045,77,9/05/2020,Light,25
Bald,70,Ben,Hot,Moderate,Oval,Tired,20,60-69,Short,1.7844939204325039,76,9/05/2020,Light,26
Bald,80,Tom,Hot,Moderate,Oval,Tired,15,50-59,Short,1.6346650441738046,76,9/05/2020,Light,35
Bald,20,Tom,Hot,Loud,Square,Tired,10,40-49,Short,1.6936344376605708,69,10/05/2020,Light,27
Bald,80,Leo,Hot,Moderate,Triangular,Serious,20,30-39,Short,1.639246651637888,72,10/05/2020,Light,31
Bald,60,Tom,Hot,Loud,Pear,Hurried,10,20-29,Short,1.6692311765623395,59,10/05/2020,Light,40
Bald,80,Leo,Hot,Loud,Heart,Hurried,15,60-69,Short,1.711177091057558,82,10/05/2020,Light,40
Bald,50,Leo,Hot,Loud,Round,Happy,10,40-49,Short,1.7121659249131327,72,10/05/2020,Light,38
Bald,80,Tom,Hot,Moderate,Oval,Tired,10,5-19,Short,1.7653751089287073,37,10/05/2020,Light,22
Bald,80,Ben,Hot,Moderate,Round,Serious,20,5-19,Short,1.7116317696798662,35,10/05/2020,Light,36
Bald,70,Tom,Hot,Low,Oval,Serious,20,30-39,Short,1.8526016763868682,63,10/05/2020,Dark,30
Bald,70,Tom,Hot,Loud,Pear,Serious,20,40-49,Short,1.8681025845609571,75,10/05/2020,Dark,25
Bald,80,Leo,Hot,Moderate,Round,Serious,0,5-19,Short,1.8774350140869027,30,10/05/2020,Dark,40
Bald,80,Ben,Hot,Low,Square,Hurried,0,40-49,Short,1.6716681113140783,75,10/05/2020,Dark,40
Bald,80,Tom,Hot,Low,Pear,Relaxed,15,20-29,Short,1.7826239542938418,53,10/05/2020,Light,33
Bald,70,Tom,Hot,Loud,Square,Relaxed,10,5-19,Short,1.896453405306279,39,10/05/2020,Light,20
Bald,80,Tom,Hot,Low,Heart,Tired,15,5-19,Short,1.6358380663279084,33,10/05/2020,Light,32
Bald,50,Leo,Hot,Loud,Heart,Relaxed,15,60-69,Short,1.6746089866085476,79,11/05/2020,Dark,23
Bald,80,Tom,Hot,Low,Square,Happy,20,50-59,Short,1.8197192974869836,77,11/05/2020,Dark,37
Bald,60,Tom,Hot,Loud,Square,Happy,10,5-19,Short,1.7153539845243864,34,11/05/2020,Light,30
Bald,20,Ben,Hot,Moderate,Oval,Hurried,10,50-59,Short,1.707172610036283,78,11/05/2020,Dark,20
Bald,50,Ben,Hot,Moderate,Square,Happy,20,5-19,Short,1.6835278179625157,39,11/05/2020,Dark,28
Bald,80,Tom,Hot,Low,Heart,Hurried,15,40-49,Short,1.697312870314478,75,11/05/2020,Light,20
Bald,50,Ben,Hot,Low,Round,Serious,20,5-19,Short,1.7321877949388693,32,11/05/2020,Dark,23
Bald,50,Leo,Hot,Loud,Round,Relaxed,15,60-69,Short,1.8062083803001372,82,11/05/2020,Light,24
Bald,50,Tom,Hot,Low,Pear,Tired,10,50-59,Short,1.8778806981704728,75,11/05/2020,Light,37
Bald,60,Tom,Hot,Moderate,Square,Worried,0,60-69,Short,1.816443680156393,75,11/05/2020,Light,33
Bald,20,Leo,Hot,Loud,Heart,Hurried,10,30-39,Short,1.6634156949115775,67,11/05/2020,Light,31
Bald,60,Ben,Hot,Low,Oval,Hurried,10,40-49,Short,1.845982853121539,69,11/05/2020,Dark,20
Bald,70,Ben,Hot,Low,Heart,Serious,10,20-29,Short,1.6235773261161601,57,11/05/2020,Light,24
Bald,80,Leo,Hot,Moderate,Square,Worried,0,5-19,Short,1.5828806833706937,29,11/05/2020,Light,24
Bald,80,Tom,Hot,Low,Triangular,Happy,0,50-59,Short,1.789390715421284,79,12/05/2020,Dark,34
Bald,60,Leo,Hot,Moderate,Pear,Relaxed,15,30-39,Short,1.5826330321258162,67,12/05/2020,Light,28
Bald,50,Ben,Hot,Moderate,Heart,Relaxed,20,60-69,Short,1.7550537981962873,81,12/05/2020,Dark,23
Bald,20,Tom,Hot,Loud,Pear,Happy,20,40-49,Short,1.5703046788436275,70,12/05/2020,Light,22
Bald,70,Tom,Hot,Low,Square,Happy,20,40-49,Short,1.8475626603163053,78,12/05/2020,Light,37
Bald,80,Tom,Hot,Loud,Square,Serious,15,40-49,Short,1.726065125702853,69,12/05/2020,Light,21
Bald,70,Ben,Hot,Moderate,Pear,Worried,10,5-19,Short,1.8408530881102712,39,12/05/2020,Light,34
Bald,20,Ben,Hot,Low,Pear,Tired,20,20-29,Short,1.7340558472394496,54,12/05/2020,Dark,28
Bald,70,Leo,Hot,Low,Heart,Tired,0,5-19,Short,1.5154181110785947,30,12/05/2020,Light,25
Bald,80,Leo,Hot,Loud,Round,Serious,15,20-29,Short,1.7969919972285848,60,12/05/2020,Light,26
Bald,80,Ben,Hot,Loud,Square,Relaxed,0,60-69,Short,1.6472877258620864,78,12/05/2020,Light,29
Bald,80,Leo,Hot,Moderate,Triangular,Relaxed,10,50-59,Short,1.5929359344879988,76,12/05/2020,Light,38
Bald,80,Leo,Hot,Moderate,Round,Worried,20,20-29,Short,1.8144151661334704,53,12/05/2020,Dark,27
Bald,20,Leo,Hot,Loud,Square,Hurried,10,60-69,Short,1.6014509766007485,76,12/05/2020,Dark,31
Bald,60,Ben,Hot,Moderate,Triangular,Tired,15,30-39,Short,1.544653463259502,68,13/05/2020,Dark,34
Bald,20,Ben,Hot,Loud,Round,Worried,0,20-29,Short,1.6431848823499642,54,13/05/2020,Dark,24
Bald,80,Tom,Hot,Loud,Square,Tired,20,20-29,Short,1.6952979541200768,52,13/05/2020,Dark,27
Bald,70,Leo,Hot,Loud,Heart,Worried,15,50-59,Short,1.6344124684438992,83,13/05/2020,Light,36
Bald,80,Tom,Hot,Low,Heart,Happy,0,60-69,Short,1.7671940902713723,76,13/05/2020,Dark,25
Bald,50,Leo,Hot,Moderate,Oval,Happy,10,40-49,Short,1.5501825289652549,73,13/05/2020,Light,23
Bald,80,Leo,Hot,Low,Square,Happy,20,30-39,Short,1.6632631765123571,65,13/05/2020,Dark,38
Bald,60,Tom,Hot,Moderate,Pear,Worried,15,20-29,Short,1.7144848907070793,57,13/05/2020,Dark,29
Bald,20,Leo,Hot,Moderate,Round,Serious,0,50-59,Short,1.8368505124545782,76,13/05/2020,Light,22
Bald,80,Tom,Hot,Loud,Heart,Serious,0,40-49,Short,1.6734484015820412,71,13/05/2020,Light,26
Bald,80,Ben,Hot,Low,Round,Tired,0,50-59,Short,1.7278555386786087,80,13/05/2020,Dark,20
Bald,20,Leo,Hot,Low,Pear,Tired,15,60-69,Short,1.7299121199534757,80,13/05/2020,Dark,37
Bald,80,Tom,Hot,Moderate,Pear,Worried,10,40-49,Short,1.600048143530755,71,13/05/2020,Light,22
Bald,20,Tom,Hot,Moderate,Triangular,Tired,0,60-69,Short,1.8059992477903417,83,13/05/2020,Dark,24
Bald,20,Tom,Hot,Low,Oval,Tired,0,30-39,Short,1.8312945902743554,67,14/05/2020,Light,39
Bald,80,Tom,Hot,Moderate,Round,Relaxed,15,20-29,Short,1.6447588057167797,59,14/05/2020,Dark,23
Bald,80,Ben,Hot,Low,Triangular,Happy,0,30-39,Short,1.6856325625866697,71,14/05/2020,Light,26
Bald,80,Leo,Hot,Low,Heart,Relaxed,15,40-49,Short,1.7192581021103455,74,14/05/2020,Light,31
Bald,20,Ben,Hot,Low,Square,Hurried,20,20-29,Short,1.5402445811257894,57,14/05/2020,Dark,32
Bald,80,Tom,Hot,Loud,Pear,Serious,10,60-69,Short,1.863719918257639,81,14/05/2020,Dark,30
Bald,20,Leo,Hot,Loud,Pear,Tired,15,5-19,Short,1.7793636591870912,38,14/05/2020,Light,21
Bald,80,Leo,Hot,Loud,Heart,Relaxed,20,20-29,Short,1.5491959614879574,55,14/05/2020,Light,28
Bald,50,Ben,Hot,Low,Pear,Happy,15,20-29,Short,1.6185176441721945,59,14/05/2020,Light,23
Bald,80,Ben,Hot,Low,Round,Happy,15,40-49,Short,1.6900159786326605,78,14/05/2020,Light,38
Bald,50,Leo,Hot,Low,Triangular,Hurried,15,5-19,Short,1.7953136246516925,30,14/05/2020,Dark,25
Bald,60,Tom,Hot,Loud,Square,Relaxed,0,50-59,Short,1.816722482748682,74,14/05/2020,Light,33
Bald,70,Leo,Hot,Low,Round,Worried,10,60-69,Short,1.668778108004236,80,14/05/2020,Dark,39
Bald,80,Leo,Hot,Moderate,Square,Hurried,15,20-29,Short,1.8518551084781663,55,14/05/2020,Dark,25
Bald,70,Tom,Hot,Low,Square,Happy,10,40-49,Short,1.7875961560847737,71,15/05/2020,Dark,29
Bald,80,Leo,Hot,Moderate,Square,Worried,0,30-39,Short,1.760226613296303,65,15/05/2020,Dark,40
Bald,50,Leo,Hot,Loud,Square,Tired,15,30-39,Short,1.6109237199965873,63,15/05/2020,Dark,27
Bald,70,Leo,Hot,Loud,Round,Tired,20,50-59,Short,1.7155801604341703,73,15/05/2020,Light,38
Bald,60,Leo,Hot,Loud,Oval,Worried,10,50-59,Short,1.8481921418240912,83,15/05/2020,Light,28
Bald,80,Tom,Hot,Loud,Pear,Happy,10,20-29,Short,1.8943629566624802,50,15/05/2020,Dark,39
Bald,20,Leo,Hot,Low,Square,Relaxed,15,30-39,Short,1.574206123996999,62,15/05/2020,Light,36
Bald,60,Tom,Hot,Moderate,Round,Hurried,20,50-59,Short,1.788672390818491,74,15/05/2020,Dark,39
Bald,20,Leo,Hot,Moderate,Triangular,Worried,10,60-69,Short,1.6788850380261817,75,15/05/2020,Dark,26
Bald,70,Tom,Hot,Moderate,Square,Happy,0,5-19,Short,1.7405259063462066,39,15/05/2020,Dark,24
Bald,50,Ben,Hot,Loud,Pear,Relaxed,15,5-19,Short,1.773494827497491,32,15/05/2020,Dark,22
Bald,80,Ben,Hot,Moderate,Heart,Serious,10,40-49,Short,1.7123381872514138,72,15/05/2020,Light,21
Bald,70,Tom,Hot,Low,Heart,Serious,15,5-19,Short,1.8150893826039354,33,15/05/2020,Dark,26
Bald,50,Leo,Hot,Loud,Square,Tired,15,5-19,Short,1.6155574728843176,34,15/05/2020,Light,23
Bald,80,Tom,Hot,Low,Oval,Hurried,10,20-29,Short,1.7910663694743671,51,16/05/2020,Dark,31
Bald,60,Leo,Hot,Loud,Triangular,Relaxed,10,40-49,Short,1.6454760530229344,78,16/05/2020,Dark,31
Bald,80,Ben,Hot,Moderate,Triangular,Hurried,15,20-29,Short,1.53523531413775,60,16/05/2020,Dark,26
Bald,70,Leo,Hot,Moderate,Round,Serious,15,50-59,Short,1.6487483343879523,80,16/05/2020,Dark,36
Bald,50,Ben,Hot,Low,Heart,Tired,10,60-69,Short,1.7488968658279775,80,16/05/2020,Dark,35
Bald,50,Ben,Hot,Loud,Square,Serious,15,5-19,Short,1.59364306866138,32,16/05/2020,Dark,34
Bald,80,Tom,Hot,Low,Pear,Relaxed,10,20-29,Short,1.5126496315647557,53,16/05/2020,Light,40
Bald,50,Leo,Hot,Low,Round,Serious,10,60-69,Short,1.8421025913327997,83,16/05/2020,Light,23
Bald,80,Tom,Hot,Loud,Round,Happy,15,60-69,Short,1.815967906103639,83,16/05/2020,Light,35
Bald,80,Tom,Hot,Loud,Pear,Worried,10,50-59,Short,1.8780035437747018,75,16/05/2020,Light,27
Bald,70,Ben,Hot,Loud,Square,Tired,15,50-59,Short,1.8880848639886,73,16/05/2020,Light,25
Bald,20,Ben,Hot,Moderate,Heart,Happy,10,60-69,Short,1.5831796068070798,78,16/05/2020,Light,28
Bald,70,Leo,Hot,Low,Square,Tired,15,50-59,Short,1.6275856893124194,75,16/05/2020,Light,34
Bald,80,Tom,Hot,Loud,Round,Serious,20,40-49,Short,1.5603463740007208,71,16/05/2020,Light,33
Bald,50,Ben,Hot,Moderate,Oval,Happy,15,50-59,Short,1.6891536260433315,74,17/05/2020,Dark,23
Bald,50,Tom,Hot,Loud,Heart,Relaxed,20,5-19,Short,1.7931158201986979,33,17/05/2020,Dark,35
Bald,60,Leo,Hot,Moderate,Square,Worried,0,30-39,Short,1.8295967694515423,71,17/05/2020,Light,20
Bald,80,Leo,Hot,Moderate,Heart,Serious,10,60-69,Short,1.7107758143009082,85,17/05/2020,Dark,24
Bald,20,Ben,Hot,Loud,Square,Relaxed,0,50-59,Short,1.6193619277417077,75,17/05/2020,Light,30
Trim,80,Leo,Moderate,Loud,Heart,Tired,15,30-39,Short,1.6161884413437053,66,17/05/2020,Light,34
Trim,80,Tom,Moderate,Loud,Round,Tired,15,30-39,Short,1.8825700577177629,70,17/05/2020,Light,16
Trim,50,Ben,Moderate,Loud,Square,Happy,10,30-39,Short,1.7831227696584024,71,17/05/2020,Dark,34
Trim,80,Leo,Moderate,Loud,Heart,Worried,10,30-39,Short,1.7391843437428056,69,17/05/2020,Light,15
Trim,80,Leo,Moderate,Low,Pear,Tired,15,30-39,Short,1.529689922730723,67,17/05/2020,Dark,28
Trim,20,Ben,Moderate,Loud,Pear,Serious,15,30-39,Short,1.6644221825798458,68,17/05/2020,Light,25
Trim,80,Tom,Moderate,Loud,Triangular,Happy,10,30-39,Short,1.7549744812411414,72,17/05/2020,Light,23
Trim,70,Leo,Moderate,Moderate,Heart,Worried,0,30-39,Short,1.8406195288020508,67,17/05/2020,Dark,24
Trim,80,Tom,Moderate,Loud,Oval,Worried,15,30-39,Short,1.713219777086384,66,17/05/2020,Light,34
Trim,80,Leo,Moderate,Moderate,Oval,Relaxed,10,30-39,Short,1.7253893742306021,69,18/05/2020,Dark,35
Trim,70,Leo,Moderate,Moderate,Pear,Hurried,0,30-39,Short,1.8104115756750885,62,18/05/2020,Light,22
Trim,80,Leo,Moderate,Loud,Oval,Worried,15,30-39,Short,1.5695013006282021,70,18/05/2020,Light,33
Trim,80,Tom,Moderate,Moderate,Square,Hurried,15,30-39,Short,1.6365929382895517,66,18/05/2020,Dark,20
Trim,80,Tom,Moderate,Moderate,Triangular,Relaxed,15,30-39,Short,1.8686995341148527,72,18/05/2020,Dark,21
Trim,20,Tom,Moderate,Low,Pear,Serious,0,30-39,Short,1.5561990071579883,64,18/05/2020,Light,29
Trim,70,Leo,Moderate,Loud,Pear,Tired,0,30-39,Short,1.5788752643486776,64,18/05/2020,Light,30
Trim,80,Ben,Moderate,Moderate,Round,Worried,10,30-39,Short,1.8639794467292892,62,18/05/2020,Dark,34
Trim,80,Ben,Moderate,Loud,Square,Serious,15,30-39,Short,1.8424703378047425,62,18/05/2020,Light,34
Trim,80,Leo,Moderate,Loud,Oval,Tired,10,30-39,Short,1.667997915725085,66,18/05/2020,Light,19
Trim,70,Leo,Moderate,Moderate,Pear,Hurried,10,30-39,Short,1.8028339270806937,72,18/05/2020,Dark,30
Trim,80,Tom,Moderate,Loud,Round,Happy,15,30-39,Short,1.595315912527183,72,18/05/2020,Light,19
Trim,20,Ben,Moderate,Loud,Pear,Serious,15,30-39,Short,1.6016920135361987,63,18/05/2020,Light,23
Trim,80,Leo,Moderate,Moderate,Pear,Serious,20,30-39,Short,1.6029556973459027,68,18/05/2020,Light,32
Trim,80,Leo,Moderate,Loud,Pear,Serious,20,30-39,Short,1.753018473772581,72,19/05/2020,Dark,19
Trim,70,Ben,Moderate,Loud,Square,Worried,0,30-39,Short,1.6497861938822707,66,19/05/2020,Light,18
Trim,80,Leo,Moderate,Moderate,Square,Relaxed,20,30-39,Short,1.879416723918003,68,19/05/2020,Light,24
Trim,70,Tom,Moderate,Loud,Square,Relaxed,0,30-39,Short,1.7463330236523393,68,19/05/2020,Dark,19
Trim,70,Tom,Moderate,Moderate,Triangular,Hurried,15,30-39,Short,1.7259409105313746,65,19/05/2020,Dark,23
Trim,80,Leo,Moderate,Loud,Triangular,Relaxed,10,30-39,Short,1.8031609002818743,71,19/05/2020,Dark,25
Trim,70,Tom,Moderate,Loud,Square,Relaxed,0,30-39,Short,1.7548550954000408,69,19/05/2020,Light,16
Trim,20,Tom,Moderate,Low,Square,Tired,0,30-39,Short,1.527266473980387,67,19/05/2020,Light,18
Trim,50,Ben,Moderate,Loud,Heart,Tired,0,30-39,Short,1.5914377198736682,68,19/05/2020,Light,33
Trim,80,Ben,Moderate,Moderate,Triangular,Relaxed,0,30-39,Short,1.6924321627181556,64,19/05/2020,Light,35
Trim,80,Tom,Moderate,Low,Pear,Hurried,20,30-39,Short,1.67542226674752,64,19/05/2020,Light,16
Trim,80,Leo,Moderate,Low,Triangular,Happy,10,30-39,Short,1.86047679903563,67,19/05/2020,Dark,26
Trim,20,Leo,Moderate,Low,Pear,Relaxed,20,30-39,Short,1.808596832811218,71,19/05/2020,Light,28
Trim,80,Leo,Moderate,Loud,Heart,Serious,15,30-39,Short,1.7926019786825598,72,19/05/2020,Light,31
Trim,50,Leo,Moderate,Loud,Triangular,Hurried,0,30-39,Short,1.8907259138736352,67,20/05/2020,Dark,16
Trim,80,Ben,Moderate,Moderate,Heart,Tired,0,30-39,Short,1.7683837847221364,65,20/05/2020,Light,19
Trim,60,Leo,Moderate,Low,Oval,Relaxed,20,30-39,Short,1.792561681772879,65,20/05/2020,Dark,15
Trim,70,Tom,Moderate,Low,Pear,Relaxed,0,30-39,Short,1.5575583799519268,70,20/05/2020,Light,22
Trim,80,Leo,Moderate,Moderate,Heart,Relaxed,15,30-39,Short,1.5815624253703986,65,20/05/2020,Dark,17
Trim,80,Ben,Moderate,Low,Triangular,Serious,10,30-39,Short,1.6986192529295723,67,20/05/2020,Dark,20
Trim,80,Tom,Moderate,Loud,Oval,Hurried,15,30-39,Short,1.8356580700889136,62,20/05/2020,Light,25
Trim,50,Leo,Moderate,Moderate,Square,Serious,10,30-39,Short,1.8579004527293557,62,20/05/2020,Dark,23
Trim,80,Leo,Moderate,Loud,Heart,Tired,15,30-39,Short,1.5008667213994797,65,20/05/2020,Dark,33
Trim,80,Ben,Moderate,Moderate,Oval,Tired,15,30-39,Short,1.6865746671457167,62,20/05/2020,Light,28
Trim,60,Tom,Moderate,Loud,Triangular,Serious,10,30-39,Short,1.7498306684654266,63,20/05/2020,Dark,24
Trim,80,Tom,Moderate,Low,Triangular,Serious,20,30-39,Short,1.5253819260912036,65,20/05/2020,Dark,31
Trim,80,Leo,Moderate,Low,Heart,Relaxed,0,30-39,Short,1.6920550729152408,72,20/05/2020,Dark,30
Trim,20,Ben,Moderate,Low,Round,Tired,0,30-39,Short,1.564123219297692,71,20/05/2020,Light,21
Trim,80,Leo,Moderate,Loud,Heart,Hurried,15,30-39,Short,1.6751330384803522,66,21/05/2020,Dark,31
Trim,50,Ben,Moderate,Loud,Triangular,Tired,20,30-39,Short,1.811259733553126,70,21/05/2020,Dark,16
Trim,20,Ben,Moderate,Loud,Pear,Hurried,0,30-39,Short,1.6203357326863945,65,21/05/2020,Dark,18
Trim,80,Tom,Moderate,Low,Square,Relaxed,10,30-39,Short,1.7885451922435514,69,21/05/2020,Light,35
